uniq_region,urban,age_s,prev,sens,spec
TG6_maritime (sans agglomeration de lome),Urban,0.9429528712806311,0.17725,0.61275,0.0705
TG6_centrale,Urban,0.9429528712806311,0.261,0.65225,0.09
TG6_kara,Rural,-0.6052031546663289,0.50525,0.83925,0.1885
TG6_grande agglomeration de lome,Rural,-0.6052031546663289,0.225,0.779,0.1565
TG6_savanes,Rural,-0.6052031546663289,0.25275,0.805,0.09325
TG6_plateaux,Rural,-0.6052031546663289,0.4765,0.857,0.2725
TG6_maritime (sans agglomeration de lome),Rural,-0.6052031546663289,0.325,0.739,0.08675
TG6_centrale,Rural,-0.6052031546663289,0.5115,0.82975,0.1755
TG6_kara,Urban,-0.6052031546663289,0.216,0.522,0.03475
TG6_grande agglomeration de lome,Urban,-0.6052031546663289,0.0525,0.43225,0.04875
TG6_savanes,Urban,-0.6052031546663289,0.0565,0.4485,0.05925
TG6_plateaux,Urban,-0.6052031546663289,0.20825,0.47225,0.10375
TG6_maritime (sans agglomeration de lome),Urban,-0.6052031546663289,0.12,0.37575,0.04425
TG6_centrale,Urban,-0.6052031546663289,0.1615,0.45975,0.06425
TG6_kara,Rural,-1.5728006708831788,0.41425,0.78925,0.146
TG6_grande agglomeration de lome,Rural,-1.5728006708831788,0.18375,0.7315,0.15175
TG6_savanes,Rural,-1.5728006708831788,0.181,0.73475,0.081
TG6_plateaux,Rural,-1.5728006708831788,0.395,0.77975,0.2605
TG6_maritime (sans agglomeration de lome),Rural,-1.5728006708831788,0.2495,0.60875,0.07325
TG6_centrale,Rural,-1.5728006708831788,0.40925,0.74275,0.143
TG6_kara,Urban,-1.5728006708831788,0.164,0.43375,0.0285
TG6_grande agglomeration de lome,Urban,-1.5728006708831788,0.035,0.37675,0.0345
TG6_savanes,Urban,-1.5728006708831788,0.04975,0.38475,0.04575
TG6_plateaux,Urban,-1.5728006708831788,0.15625,0.37625,0.1105
TG6_maritime (sans agglomeration de lome),Urban,-1.5728006708831788,0.0855,0.258,0.039
TG6_centrale,Urban,-1.5728006708831788,0.1205,0.35625,0.064
TG6_kara,Rural,1.717030884254111,0.7125,0.904,0.36225
TG6_grande agglomeration de lome,Rural,1.717030884254111,0.37275,0.85625,0.1795
TG6_savanes,Rural,1.717030884254111,0.39425,0.887,0.1245
TG6_plateaux,Rural,1.717030884254111,0.66275,0.9475,0.28725
TG6_maritime (sans agglomeration de lome),Rural,1.717030884254111,0.498,0.9235,0.1675
TG6_centrale,Rural,1.717030884254111,0.709,0.93925,0.2285
TG6_kara,Urban,1.717030884254111,0.40025,0.66925,0.08525
TG6_grande agglomeration de lome,Urban,1.717030884254111,0.1015,0.58325,0.048
TG6_savanes,Urban,1.717030884254111,0.1365,0.619,0.06125
TG6_plateaux,Urban,1.717030884254111,0.36875,0.77175,0.12525
TG6_maritime (sans agglomeration de lome),Urban,1.717030884254111,0.2195,0.70425,0.08425
TG6_centrale,Urban,1.717030884254111,0.33225,0.72225,0.1015
TG6_kara,Rural,-1.1857616643964388,0.45825,0.8155,0.16525
TG6_grande agglomeration de lome,Rural,-1.1857616643964388,0.19125,0.7475,0.156
TG6_savanes,Rural,-1.1857616643964388,0.212,0.76425,0.08925
TG6_plateaux,Rural,-1.1857616643964388,0.4225,0.81175,0.25675
TG6_maritime (sans agglomeration de lome),Rural,-1.1857616643964388,0.264,0.65075,0.07775
TG6_centrale,Rural,-1.1857616643964388,0.465,0.786,0.16925
TG6_kara,Urban,-1.1857616643964388,0.19125,0.457,0.03775
TG6_grande agglomeration de lome,Urban,-1.1857616643964388,0.0465,0.385,0.0405
TG6_savanes,Urban,-1.1857616643964388,0.05575,0.417,0.04825
TG6_plateaux,Urban,-1.1857616643964388,0.18975,0.40275,0.109
TG6_maritime (sans agglomeration de lome),Urban,-1.1857616643964388,0.09175,0.30925,0.04025
TG6_centrale,Urban,-1.1857616643964388,0.1405,0.39575,0.0665
TG6_kara,Rural,0.6849268669561378,0.63025,0.8885,0.276
TG6_grande agglomeration de lome,Rural,0.6849268669561378,0.30875,0.82475,0.16725
TG6_savanes,Rural,0.6849268669561378,0.32775,0.849,0.11
TG6_plateaux,Rural,0.6849268669561378,0.59225,0.93025,0.27275
TG6_maritime (sans agglomeration de lome),Rural,0.6849268669561378,0.41825,0.871,0.12475
